ID,Address,City,St,Price,TAREA,Style,RMA,TBD,FB,HB,E/S,Yr Built,DOM
C4243216,703 WILLINGDON BV SE,Calgary,S,"$656,500 ",117.337,2 Sty Split,6,4,3,1,Yes,1968,38
C4248413,29 Glenside DR SW,Calgary,S,"$655,000 ",170.477,2 Storey,8,5,3,1,Yes,1959,33
C4242225,363 PARKWOOD CL SE,Calgary,S,"$655,000 ",116.129,Bungalow,5,3,3,0,Yes,1973,54
C4240976,12503 LAKE FRASER WY SE,Calgary,S,"$655,000 ",168.619,2 Storey,10,4,2,1,Yes,1975,70
C4225805,83 NOLANCLIFF CR NW,Calgary,S,"$655,000 ",235.602,2 Storey,6,4,3,1,No,2014,131
C4254319,3 SCANDIA RI NW,Calgary,S,"$653,500 ",152.825,Bungalow,7,3,2,1,Yes,1992,8
C4237053,52 MAHOGANY MR SE,Calgary,S,"$650,000 ",238.482,2 Storey,9,4,3,1,Yes,2011,74
C4233025,137 VALLEY RIDGE CO NW,Calgary,S,"$650,000 ",165.739,Bungalow,7,4,3,0,Yes,1993,99
C4255469,1407 1 ST NW,Calgary,S,"$649,800 ",201.785,2 & Half St,9,3,2,0,No,1915,10
C4248684,4216 26 ST NW,Calgary,S,"$647,400 ",133.966,Bungalow,7,4,3,0,Yes,1961,15
C4247660,530 11 AV NE,Calgary,S,"$647,000 ",131.086,2 Storey,7,2,1,1,No,1914,9
C4235932,603 WILLOW PARK DR SE,Calgary,S,"$646,500 ",167.411,2 Storey,7,4,3,1,Yes,1966,75
C4245903,77 MASTERS CM SE,Calgary,S,"$644,000 ",222.038,2 Storey,8,4,3,1,Yes,2014,34
C4232601,115 /117 30 AV NW,Calgary,S,"$643,000 ",84.449,Bi-Level,5,4,2,0,No,1971,92
C4254465,58 Cougarstone TC SW,Calgary,S,"$642,500 ",208.846,2 Storey,8,5,3,1,Yes,2006,17
C4246109,277 INVERNESS PA SE,Calgary,S,"$642,500 ",237.274,2 Storey,8,3,3,1,Yes,1998,34
C4244702,208 CANTER PL SW,Calgary,S,"$642,000 ",269.326,2 Storey,12,4,4,0,Yes,1980,59
C4242949,2888 Signal Hill DR SW,Calgary,S,"$642,000 ",170.198,2 Storey,9,3,3,1,Yes,1989,39
C4233972,311 OAKSIDE CI SW,Calgary,S,"$640,000 ",261.057,2 Sty Split,11,4,3,1,Yes,1978,85
C4213553,270 CRESTMONT DR SW,Calgary,S,"$639,500 ",200.299,2 Storey,12,5,3,1,Yes,2018,216
C4253400,7488 SPRINGBANK WY SW,Calgary,S,"$639,000 ",190.451,2 Storey,9,4,3,1,Yes,2002,9
C4249126,145 MT CASCADE CL SE,Calgary,S,"$639,000 ",246.379,2 Storey,10,5,4,0,Yes,1993,8
C4244235,113 TUSSLEWOOD TC NW,Calgary,S,"$639,000 ",177.352,2 Storey,8,4,3,1,Yes,2004,60
C4236827,36 VALLEY WOODS WY NW,Calgary,S,"$638,000 ",207.081,2 Storey,8,5,3,1,Yes,2005,94
C4245922,225 AUBURN GLEN MR SE,Calgary,S,"$637,500 ",225.754,2 Storey,9,4,3,1,Yes,2010,24
C4249170,123 ST MORITZ TC SW,Calgary,S,"$636,000 ",179.303,2 Storey,8,4,3,1,Yes,2005,24
C4253630,209 WENTWORTH PA SW,Calgary,S,"$635,000 ",186.549,2 Storey,9,4,3,1,Yes,2002,11
C4249488,5144 BARRON DR NW,Calgary,S,"$635,000 ",121.331,Bungalow,6,4,2,1,Yes,1965,30
C4235845,144 MAPLEBURN DR SE,Calgary,S,"$635,000 ",242.105,2 Storey,10,4,2,1,Yes,1968,90
C4256254,199 RIVERVIEW CI SE,Calgary,S,"$634,000 ",205.873,2 Storey,7,4,3,1,Yes,1994,8
C4244103,64 COUGARTOWN CL SW,Calgary,S,"$633,000 ",186.828,2 Storey,9,4,3,1,Yes,2006,37
C4229025,343 CANTER PL SW,Calgary,S,"$633,000 ",248.794,2 Storey,11,5,3,1,Yes,1980,105
C4245312,270 CRANLEIGH VW SE,Calgary,S,"$632,500 ",221.76,2 Storey,9,5,3,1,Yes,2006,27
C4235363,5027 BROCKINGTON RD NW,Calgary,S,"$632,500 ",121.703,4 Lvl Split,7,5,4,0,Yes,1963,89
C4246143,14 MARQUIS HT SE,Calgary,S,"$632,000 ",227.148,2 Storey,9,5,3,1,Yes,2013,26
C4254838,55 MIDLAND CR SE,Calgary,S,"$630,000 ",129.693,Bungalow,8,4,2,0,Yes,1980,21
C4253758,24 SIGNATURE PL SW,Calgary,S,"$630,000 ",156.635,Bungalow,6,4,3,0,Yes,1992,9
C4243889,2240 CAPITOL HILL CR NW,Calgary,S,"$630,000 ",108.789,Bungalow,6,4,2,0,No,1953,41
C4241552,1447 ACADIA DR SE,Calgary,S,"$630,000 ",168.526,2 Sty Split,10,5,3,1,Yes,1976,63
C4249026,2023 21 AV SW,Calgary,S,"$628,000 ",155.055,2 Storey,8,3,3,0,Yes,1912,20
C4253271,128 VALLEY STREAM CL NW,Calgary,S,"$627,500 ",217.486,2 Storey,9,4,3,1,Yes,2000,27
C4242838,160 Sherview GV NW,Calgary,S,"$627,500 ",208.567,2 Storey,9,5,3,1,Yes,2017,40
C4248863,2903 13 AV NW,Calgary,S,"$625,000 ",113.342,Bungalow,6,3,2,0,No,1954,17
C4248016,245 AUBURN GLEN MR SE,Calgary,S,"$625,000 ",210.518,2 Storey,9,3,3,1,Yes,2010,43
C4244441,88 EVERGREEN LN SW,Calgary,S,"$625,000 ",247.958,2 Storey,9,5,3,1,Yes,2004,59
C4243626,51 Nolancrest MR NW,Calgary,S,"$625,000 ",222.874,2 Storey,7,3,3,1,Yes,2016,63
C4229682,150 HESTON ST NW,Calgary,S,"$625,000 ",105.631,Bungalow,5,4,3,0,Yes,1956,99
C4215146,429 11 AV NE,Calgary,S,"$625,000 ",162.116,2 Storey,8,4,3,1,Yes,2002,187
C4241977,52 Cranleigh Ct SE,Calgary,S,"$624,999 ",229.842,2 Storey,10,5,3,1,Yes,2002,61
C4253896,215 PARKVALLEY DR SE,Calgary,S,"$624,900 ",134.245,Bungalow,8,4,3,0,Yes,1975,14
C4245594,224 8 AV NE,Calgary,S,"$624,000 ",118.266,Bungalow,6,2,1,0,No,1928,39
C4243104,122 ARBOUR STONE RI NW,Calgary,S,"$623,000 ",215.349,2 Storey,11,5,4,0,Yes,1998,56
C4254426,212 Edgeridge GD NW,Calgary,S,"$622,000 ",219.53,2 Storey,12,3,3,1,No,1998,13
C4249115,2603 34 AV NW,Calgary,S,"$620,000 ",130.064,4 Lvl Split,8,3,2,0,No,1961,13
C4243361,143 PARKVIEW WY SE,Calgary,S,"$620,000 ",170.849,2 Sty Split,9,4,3,1,Yes,1975,31
C4242533,142 CRANBROOK CI SE,Calgary,S,"$620,000 ",136.66,Bungalow,6,2,2,0,Yes,2016,45
C4241921,3204 KERRYDALE RD SW,Calgary,S,"$620,000 ",146.415,2 Storey,6,3,2,0,No,1953,49
C4237189,49 EVEROAK PA SW,Calgary,S,"$620,000 ",220.923,2 Storey,9,4,3,1,Yes,2007,86
C4236787,20 SUNMOUNT CR SE,Calgary,S,"$620,000 ",131.365,Bungalow,7,5,3,0,Yes,1981,101
C4254923,76 EDCATH RI NW,Calgary,S,"$617,500 ",192.96,2 Storey,10,4,3,1,Yes,1987,12
C4248630,232 12 ST NE,Calgary,S,"$617,000 ",77.295,Bungalow,4,2,2,0,Yes,1949,27
C4253973,25 KENDALL PL SW,Calgary,S,"$615,000 ",120.774,Bungalow,6,4,3,0,Yes,1959,21
C4248428,49 MT GIBRALTAR HT SE,Calgary,S,"$615,000 ",231.886,2 Storey,10,5,3,1,Yes,1998,24
C4226524,52 Arbour Ridge PL NW,Calgary,S,"$614,000 ",237.089,2 Storey,9,4,3,1,Yes,1993,131
C4243581,5812 21 ST SW,Calgary,S,"$613,000 ",94.575,Bungalow,5,4,2,0,Yes,1960,40
C4247350,59 HAMPSTEAD PT NW,Calgary,S,"$612,500 ",209.218,2 Storey,10,4,3,1,Yes,1999,31
C4248245,18 HOLLY ST NW,Calgary,S,"$612,000 ",124.397,3 Lvl Split,6,3,2,0,No,1955,20
C4255222,739 23 AV NW,Calgary,S,"$610,000 ",107.024,Bungalow,6,6,2,0,No,1948,11
C4254705,69 EVERGREEN CR SW,Calgary,S,"$610,000 ",157.099,Bungalow,6,4,3,0,Yes,2000,16
C4244735,127 CANTERVILLE RD SW,Calgary,S,"$610,000 ",276.386,2 Storey,11,5,4,0,Yes,1981,30
C4228728,100 Panamount CM NW,Calgary,S,"$610,000 ",207.638,2 Storey,8,4,3,1,Yes,2009,119
C4245368,284 EDGEBROOK GD NW,Calgary,S,"$608,500 ",184.505,2 Sty Split,10,4,3,1,Yes,1992,53
C4243960,46 SPRINGBANK CR SW,Calgary,S,"$603,500 ",221.945,2 Storey,10,5,3,1,Yes,1998,42
C4245128,739 SCHOONER CV NW,Calgary,S,"$602,500 ",158.864,Bungalow,5,3,3,0,Yes,1996,36
C4244205,48 STRATHRIDGE CR SW,Calgary,S,"$602,000 ",188.593,2 Storey,8,5,3,1,Yes,1998,36
C4253837,529 SCHOONER LD NW,Calgary,S,"$600,000 ",202.436,2 Storey,11,5,3,1,Yes,1993,18
C4205318,65 TARALAKE MR NE,Calgary,S,"$600,000 ",230.214,2 Storey,10,7,5,0,Yes,2012,288
C4242579,523 RANCH ESTATES PL NW,Calgary,S,"$599,500 ",186.271,5 Lvl Split,8,4,3,1,Yes,1979,56
C4238911,50 EVERGREEN TC SW,Calgary,S,"$599,500 ",228.82,2 Sty Split,9,6,3,1,Yes,1991,70
C4254274,536 SIERRA MORENA PL SW,Calgary,S,"$597,500 ",176.237,2 Sty Split,10,6,3,1,Yes,1993,17
C4253038,18 HAMPSHIRE CI NW,Calgary,S,"$597,500 ",239.69,2 Storey,10,5,3,1,Yes,1992,26
C4238468,184 MIKE RALPH WY SW,Calgary,S,"$597,500 ",131.179,2 Storey,7,3,2,1,Yes,2006,83
C4255084,4700 QUENTIN ST SW,Calgary,S,"$596,500 ",107.117,2 Storey,6,3,2,1,No,2000,12
C4248564,5982 Signal Ridge HT SW,Calgary,S,"$596,000 ",193.982,2 Sty Split,10,5,3,1,Yes,1989,14
C4188123,109 ROCKBOROUGH GR NW,Calgary,S,"$595,100 ",179.117,2 Storey,8,3,3,1,Yes,2005,10
C4252693,199 WESTPOINT GD SW,Calgary,S,"$595,000 ",187.014,2 Storey,9,4,3,1,Yes,2000,7
C4228907,230 EVERSTONE DR SW,Calgary,S,"$595,000 ",222.131,2 Storey,8,4,3,1,Yes,2004,107
C4220389,25 SAVANNA GR NE,Calgary,S,"$594,000 ",222.41,2 Storey,10,6,4,1,Yes,2016,175
C4248903,134 PANORAMA HILLS CL NW,Calgary,S,"$593,000 ",211.261,2 Storey,9,5,3,1,Yes,2001,28
C4238618,134 EVERGLEN CR SW,Calgary,S,"$592,000 ",227.519,2 Storey,9,4,3,1,Yes,2007,84
C4255923,119 Valley Crest RI NW,Calgary,S,"$590,000 ",208.753,2 Storey,10,3,2,1,Yes,2005,8
C4253410,1223 LAKE TWINTREE DR SE,Calgary,S,"$590,000 ",122.725,Bungalow,6,4,3,0,Yes,1971,10
C4253099,362 Evanston WY NW,Calgary,S,"$590,000 ",220.552,2 Storey,9,6,3,1,Yes,2015,18
C4253452,1127 LAKE WAPTA RD SE,Calgary,S,"$589,500 ",132.201,Bungalow,6,4,3,0,Yes,1969,10
C4247944,259 PARKSIDE CR SE,Calgary,S,"$589,000 ",135.36,Bungalow,8,4,3,0,Yes,1974,9
C4244260,1631 SE 16A ST SE,Calgary,S,"$589,000 ",144.743,2 Storey,5,2,1,1,No,1994,40
C4243684,6423 SILVER SPRINGS WY NW,Calgary,S,"$587,950 ",137.125,Bungalow,7,5,2,1,Yes,1972,42
C4252814,4824 41 AV SW,Calgary,S,"$587,500 ",94.482,Bungalow,6,4,2,0,No,1971,17
C4240971,1344 ACADIA DR SE,Calgary,S,"$585,000 ",171.499,2 Storey,7,4,2,2,Yes,1971,63
C4224969,44 Alderwood CL SE,Calgary,S,"$585,000 ",95.783,Bungalow,4,4,3,0,Yes,1969,141
C4255370,105 BRADEN CR NW,Calgary,S,"$583,000 ",119.009,Bungalow,6,4,2,1,Yes,1962,8
C4233247,71 Riverside WY SE,Calgary,S,"$583,000 ",113.528,Bungalow,5,4,2,1,Yes,1989,99
C4240963,4872 VANDOOS PL NW,Calgary,S,"$582,500 ",112.598,Bungalow,7,4,2,1,Yes,1967,62
C4229280,252 25 AV NE,Calgary,S,"$582,500 ",180.882,2 Storey,7,3,2,1,Yes,1997,105
C4245097,6236 LEWIS DR SW,Calgary,S,"$582,000 ",100.614,Bi-Level,5,4,2,0,No,1964,49
C4244466,210 ROYAL OAK PL NW,Calgary,S,"$582,000 ",213.863,2 Storey,8,4,3,1,Yes,2001,38
C4238477,4602 MONTGOMERY AV NW,Calgary,S,"$582,000 ",154.869,2 Storey,7,3,3,1,Yes,1991,82
C4248623,4023 4 AV SW,Calgary,S,"$580,000 ",112.877,Bungalow,6,3,2,0,No,1956,11
C4248440,15 PALIS WY SW,Calgary,S,"$580,000 ",181.718,2 Storey,9,4,2,1,Yes,1969,18
C4245197,85 NOLANHURST WY NW,Calgary,S,"$580,000 ",189.615,2 Storey,8,4,3,1,No,2017,29
C4240956,468 CEDARPARK DR SW,Calgary,S,"$580,000 ",128.113,Bungalow,6,5,3,0,Yes,1974,58
C4254355,2826 43 ST SW,Calgary,S,"$578,100 ",167.504,Bungalow,5,2,2,0,No,1965,6
C4256002,320 CAPRI AV NW,Calgary,S,"$578,000 ",104.609,Bungalow,6,4,2,0,No,1962,15
C4247460,9 AUBURN GLEN GD SE,Calgary,S,"$578,000 ",207.545,2 Storey,9,4,3,1,Yes,2011,27
C4242187,288 EVERGLADE CI SW,Calgary,S,"$578,000 ",195.189,2 Storey,9,4,3,1,Yes,2004,49
C4187720,8 SW WINDERMERE RD SW,Calgary,S,"$577,000 ",169.548,2 Storey,7,5,2,2,Yes,1957,386
C4252866,145 AUBURN GLEN MR SE,Calgary,S,"$575,000 ",232.908,2 Storey,8,3,3,1,Yes,2010,15
C4244368,32 SCANLON BA NW,Calgary,S,"$575,000 ",185.62,2 Storey,8,4,3,1,Yes,1989,36
C4243014,401 18 ST NW,Calgary,S,"$575,000 ",149.574,1 & Half St,8,5,3,0,No,1947,61
C4234050,311 WASCANA RD SE,Calgary,S,"$575,000 ",126.348,Bungalow,6,6,3,0,Yes,1964,114
C4255449,8 SHAWMEADOWS CR SW,Calgary,S,"$332,000 ",105.445,Bungalow,5,4,2,1,Yes,1980,10
C4255549,172 MT ALLAN CI SE,Calgary,S,"$330,000 ",99.964,4 Lvl Split,6,4,3,0,Yes,1995,17
C4254731,807 23 AV SE,Calgary,S,"$330,000 ",115.2,2 Storey,7,4,1,0,No,1913,13
C4253534,134 APPLEMEAD CL SE,Calgary,S,"$330,000 ",106.838,2 Storey,5,3,1,1,No,1993,24
C4248007,68 TEMPLEMONT CI NE,Calgary,S,"$330,000 ",97.269,Bungalow,6,5,2,0,No,1980,27
C4247283,24 MARTINWOOD WY NE,Calgary,S,"$330,000 ",98.663,Bungalow,6,5,2,0,No,1991,46
C4244415,40 RANCHRIDGE RD NW,Calgary,S,"$330,000 ",108.697,Bi-Level,5,3,3,0,Yes,1981,46
C4241762,5235 MARTIN CROSSING DR NE,Calgary,S,"$330,000 ",121.331,2 Storey,6,4,2,1,No,1996,48
C4256068,8131 43 AV NW,Calgary,S,"$329,000 ",82.591,Bungalow,5,2,1,0,No,1958,7
C4255363,166 MT LORETTE CL SE,Calgary,S,"$329,000 ",123.747,2 Storey,7,3,2,1,Yes,1993,5
C4245514,88 ABADAN CR NE,Calgary,S,"$328,300 ",118.266,2 Storey,6,3,1,1,No,1979,27
C4249450,320 SACKVILLE DR SW,Calgary,S,"$327,000 ",93.275,Bungalow,5,3,1,0,No,1967,17
C4237652,32 MARTIN CROSSING CR NE,Calgary,S,"$327,000 ",133.595,4 Lvl Split,5,4,2,1,Yes,1997,76
C4248809,28 CASTLEBROOK DR NE,Calgary,S,"$326,500 ",98.106,Bungalow,5,3,3,0,Yes,1981,23
C4241541,212 PINEGROVE CL NE,Calgary,S,"$326,000 ",84.913,Bungalow,5,4,2,0,No,1974,44
C4253391,132 COVINGTON RI NE,Calgary,S,"$325,000 ",115.386,2 Storey,6,3,1,1,No,1992,17
C4249288,82 MCKINLEY RD SE,Calgary,S,"$325,000 ",109.904,2 Storey,6,3,1,1,No,1981,14
C4236739,147 PRESTWICK CR SE,Calgary,S,"$325,000 ",103.587,2 Storey,6,3,1,1,No,1999,75
C4235887,4720 31 AV NE,Calgary,S,"$325,000 ",104.051,Bungalow,7,5,2,1,No,1974,82
C4226316,13 Hidden Spring CI NW,Calgary,S,"$325,000 ",106.746,2 Storey,6,3,1,1,No,1995,119
C4244357,208 APPLEBROOK CI SE,Calgary,S,"$324,000 ",87.979,Bi-Level,5,4,2,0,No,1995,56
C4233331,6316 RUNDLEHORN DR NE,Calgary,S,"$323,000 ",102.844,Bungalow,6,5,2,1,Yes,1975,92
C4245886,22 Prestwick GV SE,Calgary,S,"$322,900 ",124.026,2 Storey,6,3,2,1,Yes,1998,11
C4243437,3008 SE 12 AV SE,Calgary,S,"$322,500 ",97.177,Bungalow,5,3,2,0,No,1965,37
C4255025,23 CRAMOND CL SE,Calgary,S,"$322,000 ",79.618,4 Lvl Split,5,3,2,0,Yes,2001,11
C4243527,2038 27 ST SE,Calgary,S,"$320,000 ",82.591,Bungalow,4,2,2,0,No,1954,66
C4242763,26 MARTHA'S MEADOW BA NE,Calgary,S,"$320,000 ",77.667,Bi-Level,5,3,2,0,No,2001,53
C4238345,168 MILLBANK DR SW,Calgary,S,"$320,000 ",138.426,2 Storey,9,4,1,1,No,1989,51
C4221494,28 CEDARDALE ME SW,Calgary,S,"$320,000 ",82.405,Bi-Level,5,3,2,0,No,1983,150
C4248989,124 EVERMEADOW MR SW,Calgary,S,"$318,216 ",92.717,Bi-Level,5,3,2,0,No,2003,20
C4208215,48 Applemont CL SE,Calgary,S,"$318,000 ",101.45,2 Storey,6,3,2,1,Yes,1994,274
C4248446,3 MCKENNA RD SE,Calgary,S,"$317,254 ",96.433,Bungalow,8,5,2,0,No,1982,20
C4248624,82 CHAPARRAL RIDGE DR SE,Calgary,S,"$317,000 ",113.992,2 Storey,4,3,3,1,Yes,1996,14
C4254294,145 COVEWOOD CI NE,Calgary,S,"$316,000 ",76.924,Bi-Level,4,2,2,0,No,2002,16
C4243114,1135 39 ST SE,Calgary,S,"$315,000 ",81.569,Bungalow,5,5,2,0,No,1958,48
C4241780,300 COVENTRY CL NE,Calgary,S,"$315,000 ",88.722,4 Lvl Split,6,3,2,0,No,1992,48
C4245936,107 Beddington CR NE,Calgary,S,"$314,600 ",87.793,Bi-Level,5,4,2,0,No,1980,33
C4256638,2607 41 ST SE,Calgary,S,"$314,000 ",93.46,Bungalow,6,3,2,0,No,1958,9
C4256350,3240 56 ST NE,Calgary,S,"$314,000 ",86.957,Bi-Level,5,5,2,0,No,1975,13
C4242931,30 BRIDLEGLEN MR SW,Calgary,S,"$314,000 ",94.854,2 Storey,6,3,1,1,No,1999,62
C4252703,1048 LYSANDER DR SE,Calgary,S,"$312,000 ",97.084,Bungalow,4,2,2,0,No,1976,8
C4245800,59 ABBERCOVE RD SE,Calgary,S,"$312,000 ",88.072,Bungalow,5,4,2,0,No,1981,30
C4253126,48 WHITWORTH RD NE,Calgary,S,"$310,000 ",87.05,Bi-Level,6,4,2,0,No,1983,26
C4247984,6412 34 AV NW,Calgary,S,"$310,000 ",101.45,4 Lvl Split,5,2,1,0,No,1954,16
C4244406,235 MILLCREST WY SW,Calgary,S,"$309,400 ",90.859,4 Lvl Split,6,3,1,1,No,1983,35
C4244642,131 MARTIN CROSSING GV NE,Calgary,S,"$307,500 ",75.809,Bi-Level,5,3,2,0,No,1999,52
C4253437,30 ABERDARE CR NE,Calgary,S,"$307,000 ",89.651,Bungalow,5,5,2,0,No,1981,20
C4248628,154 TARAWOOD RD NE,Calgary,S,"$307,000 ",79.525,Bi-Level,5,4,2,0,No,2004,39
C4255601,5059 WHITESTONE RD NE,Calgary,S,"$305,000 ",170.291,Bungalow,8,3,1,1,Yes,1974,16
C4248279,6214 BOWWOOD DR NW,Calgary,S,"$305,000 ",91.045,Bi-Level,5,3,2,0,No,1986,27
C4248004,16 MILLCREST WY SW,Calgary,S,"$305,000 ",105.352,2 Storey,6,3,1,1,No,1982,16
C4247405,379 COPPERFIELD HT SE,Calgary,S,"$305,000 ",107.024,2 Storey,5,4,2,1,No,2004,33
C4245910,2819 DOVER RIDGE DR SE,Calgary,S,"$305,000 ",98.942,Bungalow,6,4,2,1,Yes,1975,30
C4240885,359 CASTLERIDGE DR NE,Calgary,S,"$305,000 ",92.624,Bi-Level,6,3,2,0,No,1987,70
C4235494,720 Foritana RD SE,Calgary,S,"$302,500 ",91.324,Bungalow,6,4,2,0,No,1965,82
C4254530,96 WHITMIRE RD NE,Calgary,S,"$301,000 ",85.935,Bungalow,7,3,2,0,No,1981,9
C4254064,100 Aberfoyle CL NE,Calgary,S,"$300,000 ",94.111,Bungalow,6,3,1,0,No,1981,19
C4242543,507 8 AV NE,Calgary,S,"$300,000 ",89.28,Bungalow,4,3,2,0,No,1912,53
C4203987,6715 22 AV NE,Calgary,S,"$300,000 ",97.548,Bungalow,7,3,2,0,No,1974,161
C4244062,24 BEDWOOD HL NE,Calgary,S,"$299,000 ",93.646,Bungalow,6,4,2,0,No,1979,33
C4254793,13 RIVERCREST CL SE,Calgary,S,"$298,000 ",105.352,2 Storey,6,3,1,1,No,1993,5
C4214369,2114 19 ST NE,Calgary,S,"$298,000 ",132.387,2 Storey,8,3,2,1,Yes,1986,254
C4256114,104 LYNNDALE RD SE,Calgary,S,"$296,500 ",86.771,Bungalow,5,3,1,0,No,1956,1
C4253365,2624 14 AV SE,Calgary,S,"$295,000 ",83.984,Bungalow,4,2,1,1,No,1945,2
