ID,Address,City,St,Price,TAREA,Style,RMA,TBD,FB,HB,E/S,Yr Built,DOM
C4249129,851 MCKENZIE DR SE,Calgary,S,"$445,000 ",141.863,5 Lvl Split,8,3,2,1,Yes,1986,9
C4246108,5045 ELGIN AV SE,Calgary,S,"$445,000 ",186.271,2 Storey,9,3,2,1,Yes,2009,36
C4244913,1011 MIDDLETON DR NE,Calgary,S,"$445,000 ",96.619,Bungalow,5,4,2,0,No,1965,28
C4244520,13066 DOUGLAS RIDGE GV SE,Calgary,S,"$445,000 ",170.384,2 Storey,9,3,3,1,Yes,2002,38
C4240978,61 SOMERSET CI SW,Calgary,S,"$445,000 ",177.723,2 Storey,9,3,2,1,Yes,1998,67
C4224571,93 SINCLAIR CR SW,Calgary,S,"$445,000 ",98.756,4 Lvl Split,6,3,1,1,No,1961,132
C4252699,22 SHAWINIGAN RI SW,Calgary,S,"$444,000 ",110.276,4 Lvl Split,7,4,3,0,Yes,1988,33
C4242084,104 EVERRIDGE DR SW,Calgary,S,"$442,000 ",182.833,2 Storey,8,4,3,1,Yes,2004,34
C4232876,11117 HIDDEN VALLEY DR NW,Calgary,S,"$442,000 ",159.886,2 Storey,8,4,2,1,Yes,1998,63
C4253598,80 ROYAL BIRCH PA NW,Calgary,S,"$441,000 ",,2 Storey,8,3,3,1,Yes,2009,12
C4255280,2403 98 AV SW,Calgary,S,"$440,000 ",112.877,4 Lvl Split,6,4,3,0,Yes,1978,13
C4254890,3815 19 ST NW,Calgary,S,"$440,000 ",100.149,Bungalow,6,4,2,0,No,1960,15
C4254379,211 MARTIN CROSSING PL NE,Calgary,S,"$440,000 ",164.16,2 Storey,9,3,3,1,Yes,2009,7
C4253919,3775 DOUGLAS RIDGE LI SE,Calgary,S,"$440,000 ",174.193,2 Storey,8,4,3,1,Yes,1998,19
C4247917,104 COUNTRY HILLS PA NW,Calgary,S,"$440,000 ",169.827,2 Storey,8,3,2,2,Yes,1999,17
C4247294,96 WOODSTOCK WY SW,Calgary,S,"$440,000 ",120.402,4 Lvl Split,7,5,3,0,Yes,1984,22
C4245130,91 BRIDLEPOST GR SW,Calgary,S,"$440,000 ",180.882,2 Storey,8,5,2,1,Yes,2000,23
C4241585,308 QUEENSLAND CI SE,Calgary,S,"$440,000 ",129.693,Bungalow,6,5,3,0,Yes,1975,74
C4226372,8739 33 AV NW,Calgary,S,"$440,000 ",155.427,Bungalow,5,4,3,0,Yes,1960,117
C4223387,66 Chaparral TC SE,Calgary,S,"$440,000 ",191.845,2 Storey,7,4,3,1,Yes,2000,141
C4210305,163 MASTERS HT SE,Calgary,S,"$440,000 ",165.367,2 Storey,8,3,2,2,Yes,2016,249
C4248874,188 MACEWAN RIDGE CL NW,Calgary,S,"$439,000 ",158.585,2 Storey,7,4,2,1,Yes,1990,19
C4252876,30 SUN HARBOUR RD SE,Calgary,S,"$438,900 ",200.113,2 Storey,8,4,2,1,Yes,1988,11
C4248714,562 CRANSTON DR SE,Calgary,S,"$438,500 ",149.574,2 Storey,7,4,3,1,Yes,2009,25
C4255202,132 Hawkwood DR NW,Calgary,S,"$438,000 ",119.009,Bungalow,6,4,3,0,Yes,1988,20
C4254622,3716 BROOKLYN CR NW,Calgary,S,"$438,000 ",100.707,Bungalow,6,3,1,0,No,1960,4
C4245924,12 HILTON AV NW,Calgary,S,"$437,500 ",98.384,Bungalow,6,5,1,0,No,1956,35
C4247528,8019 4A ST SW,Calgary,S,"$437,000 ",100.242,Bungalow,7,4,2,0,Yes,1957,24
C4236657,1418 29 ST SW,Calgary,S,"$437,000 ",124.397,2 Storey,6,3,1,1,No,1981,85
C4243473,3704 Douglas Ridge WY SE,Calgary,S,"$436,500 ",124.955,4 Lvl Split,6,4,2,1,Yes,1996,49
C4236225,74 Riverglen CL SE,Calgary,S,"$436,500 ",151.339,2 Storey,6,4,3,1,Yes,1989,66
C4252825,608 EVANSBOROUGH WY NW,Calgary,S,"$436,400 ",159.236,2 Storey,9,4,3,1,Yes,2014,32
C4256238,176 CITADEL ESTATES TC NW,Calgary,S,"$436,000 ",139.355,2 Storey,7,3,2,1,Yes,1999,14
C4253014,30 EVERWOODS GR SW,Calgary,S,"$436,000 ",171.22,2 Storey,9,3,2,1,Yes,2006,19
C4247640,50 ARBOUR RIDGE CL NW,Calgary,S,"$436,000 ",151.432,2 Storey,7,4,3,1,Yes,2000,35
C4255172,1316 96 AV SW,Calgary,S,"$435,000 ",103.308,Bungalow,5,3,3,0,Yes,1958,20
C4254757,209 ROYAL BIRKDALE CR NW,Calgary,S,"$435,000 ",172.8,2 Storey,7,4,3,1,Yes,2004,18
C4253670,159 NEW BRIGHTON DR SE,Calgary,S,"$435,000 ",168.154,2 Storey,8,3,2,1,Yes,2006,15
C4247438,155 CHAPALINA ME SE,Calgary,S,"$435,000 ",188.686,2 Storey,8,5,3,1,Yes,2007,37
C4245888,102 EVANSBOROUGH CM NW,Calgary,S,"$435,000 ",168.34,2 Storey,9,3,2,1,Yes,2014,28
C4242961,236 COPPERFIELD CM SE,Calgary,S,"$435,000 ",181.44,2 Storey,8,3,2,1,Yes,2006,53
C4241383,38 BRIGHTONDALE PA SE,Calgary,S,"$435,000 ",153.197,2 Storey,8,4,2,2,Yes,2006,65
C4238253,76 PANAMOUNT HT NW,Calgary,S,"$434,000 ",183.576,2 Storey,9,3,2,1,Yes,2002,77
C4241941,356 ADAMS CR SE,Calgary,S,"$433,200 ",108.697,Bungalow,6,3,2,0,No,1965,58
C4248524,13 MARTHA'S HAVEN MR NE,Calgary,S,"$433,000 ",161.837,2 Storey,8,5,3,1,Yes,1999,15
C4243801,49 SUN HARBOUR WY SE,Calgary,S,"$433,000 ",172.614,2 Storey,10,4,2,1,Yes,1992,50
C4248427,59 WOODMONT RD SW,Calgary,S,"$432,800 ",162.58,2 Sty Split,6,4,3,0,Yes,1981,12
C4245627,199 RANGE CR NW,Calgary,S,"$432,500 ",151.06,2 Storey,7,3,2,1,Yes,1978,22
C4254811,121 FIELDING DR SE,Calgary,S,"$432,000 ",95.783,Bungalow,6,4,2,0,Yes,1959,8
C4254194,12 MCKINLEY CO SE,Calgary,S,"$432,000 ",107.117,4 Lvl Split,6,4,2,1,Yes,1983,9
C4245550,45 EVERGLEN CR SW,Calgary,S,"$432,000 ",187.664,2 Storey,8,3,2,1,Yes,2007,53
C4231999,523 ARLINGTON DR SE,Calgary,S,"$431,500 ",98.849,Bungalow,7,4,2,0,Yes,1960,98
C4248690,15 RANCH ESTATES RD NW,Calgary,S,"$431,000 ",169.176,2 Sty Split,9,3,2,1,Yes,1979,15
C4254157,150 TUSCANY MEADOWS HT NW,Calgary,S,"$430,000 ",167.225,2 Storey,7,3,2,1,Yes,2001,7
C4244698,103 MACEWAN PARK RD NW,Calgary,S,"$430,000 ",158.678,2 Storey,9,3,2,1,Yes,1983,26
C4242571,84 SANDRINGHAM RD NW,Calgary,S,"$430,000 ",168.898,2 Storey,8,4,3,1,Yes,1991,45
C4236269,145 TUSCARORA WY NW,Calgary,S,"$430,000 ",104.33,Bungalow,5,5,3,0,Yes,2000,93
C4232648,56 Masters ST SE,Calgary,S,"$430,000 ",159.515,2 Storey,6,3,2,1,Yes,2018,114
C4232079,122 KINCORA PA NW,Calgary,S,"$430,000 ",166.575,2 Storey,8,3,2,1,Yes,2003,102
C4220947,126 Valley Stream CI NW,Calgary,S,"$430,000 ",175.401,2 Storey,8,3,2,1,Yes,2002,188
C4249581,163 CITADEL HILLS PL NW,Calgary,S,"$429,500 ",181.625,2 Storey,9,4,3,1,Yes,1992,26
C4254161,74 CITADEL MEADOW CR NW,Calgary,S,"$429,000 ",152.175,2 Storey,8,3,3,1,Yes,2001,13
C4236925,230 TARAWOOD PL NE,Calgary,S,"$429,000 ",135.638,Bi-Level,7,5,4,1,Yes,2003,20
C4253881,67 NEW BRIGHTON CL SE,Calgary,S,"$428,800 ",181.997,2 Storey,6,3,2,1,Yes,2007,23
C4247999,11 HIDDEN RANCH CR NW,Calgary,S,"$428,000 ",157.006,2 Storey,8,3,2,1,Yes,1998,22
C4243297,1207 MILLVIEW DR SW,Calgary,S,"$428,000 ",172.428,2 Sty Split,9,4,3,1,Yes,1991,55
C4242431,6103 84 ST NW,Calgary,S,"$428,000 ",112.506,4 Lvl Split,6,5,3,0,Yes,1978,57
C4239411,122 VALLEY PONDS CR NW,Calgary,S,"$428,000 ",148.924,2 Storey,7,3,3,1,Yes,1998,85
C4226347,20 COVEHAVEN TC NE,Calgary,S,"$428,000 ",144.186,2 Sty Split,7,4,3,0,Yes,2006,127
C4239275,162 SOMERSET CL SW,Calgary,S,"$427,750 ",167.411,2 Storey,8,5,4,0,Yes,1994,58
C4247773,525 DOUGLAS WOODS PL SE,Calgary,S,"$427,500 ",191.752,2 Storey,9,5,3,1,Yes,1990,41
C4247509,27 ELGIN VW SE,Calgary,S,"$427,500 ",160.815,2 Storey,8,3,2,1,Yes,2005,41
C4243419,7507 FLEETWOOD DR SE,Calgary,S,"$427,500 ",93.553,3 Lvl Split,6,3,2,0,No,1959,30
C4224999,57 HAMLET RD SW,Calgary,S,"$427,500 ",104.98,3 Lvl Split,5,2,2,0,Yes,1959,140
C4211279,269 EVANSMEADE CI NW,Calgary,S,"$427,000 ",184.877,2 Storey,10,3,2,1,Yes,2002,246
C4247785,184 TUSCANY VALLEY WY NW,Calgary,S,"$426,000 ",136.475,2 Storey,8,3,2,1,Yes,1995,19
C4256499,7744 HUNTERBURN HL NW,Calgary,S,"$425,900 ",92.531,Bungalow,5,4,2,0,No,1971,10
C4254653,208 12 AV NW,Calgary,S,"$425,200 ",54.255,Bungalow,3,2,2,0,No,1913,11
C4256649,246 ARBOUR GROVE CL NW,Calgary,S,"$425,000 ",81.011,Bi-Level,4,3,3,0,Yes,1997,8
C4254696,293 ARBOUR WOOD CL NW,Calgary,S,"$425,000 ",113.156,4 Lvl Split,5,5,3,0,Yes,1996,12
C4253897,327 ELDORADO PL NE,Calgary,S,"$425,000 ",163.974,2 Storey,7,4,3,1,Yes,1992,21
C4253413,101 MARTHA'S HAVEN GR NE,Calgary,S,"$425,000 ",172.242,2 Storey,8,4,3,1,Yes,2000,27
C4249509,123 FRANKLIN DR SE,Calgary,S,"$425,000 ",94.575,3 Lvl Split,6,3,2,0,No,1960,17
C4248109,34 CRANFORD BA SE,Calgary,S,"$425,000 ",148.273,2 Storey,8,4,3,1,Yes,2015,24
C4247754,32 EVANSBROOKE LD NW,Calgary,S,"$425,000 ",154.869,2 Storey,8,4,3,1,Yes,2005,16
C4245384,105 HARVEST PARK CI NE,Calgary,S,"$425,000 ",148.273,2 Storey,7,4,3,1,Yes,1997,24
C4242689,12 Harmon PL SW,Calgary,S,"$425,000 ",95.319,Bungalow,5,4,2,0,Yes,1967,42
C4226734,89 BRIDLERIDGE RD SW,Calgary,S,"$425,000 ",185.342,2 Storey,8,5,3,1,Yes,2002,112
C4249603,32 BERKSHIRE ME NW,Calgary,S,"$424,000 ",178.095,2 Storey,9,6,3,0,Yes,1980,13
C4252638,109 CRANFIELD GR SE,Calgary,S,"$423,500 ",167.504,2 Storey,8,3,2,1,Yes,2002,20
C4248590,336 AVONBURN RD SE,Calgary,S,"$422,500 ",95.411,Bungalow,6,4,2,0,Yes,1960,26
C4246218,555 EVANSBOROUGH WY NW,Calgary,S,"$422,500 ",146.044,2 Storey,9,3,2,1,Yes,2013,41
C4253374,140 TARALAKE PA NE,Calgary,S,"$422,000 ",152.268,2 Storey,8,5,3,1,Yes,2007,24
C4236141,456 21 AV NE,Calgary,S,"$422,000 ",100.8,1 & Half St,5,3,2,0,No,1947,78
C4238201,99 COPPERFIELD CR SE,Calgary,S,"$421,000 ",195.096,2 Storey,10,4,2,1,Yes,2004,93
C4253652,14 HAULTAIN PL SW,Calgary,S,"$420,500 ",95.133,Bungalow,6,4,2,0,No,1966,15
C4255534,44 THORNLEE CR NW,Calgary,S,"$420,000 ",95.319,Bungalow,6,4,2,0,No,1958,16
C4248505,187 TEMPLETON CI NE,Calgary,S,"$420,000 ",118.544,4 Lvl Split,6,4,3,0,No,1979,13
C4248468,148 QUEENSLAND PL SE,Calgary,S,"$420,000 ",140.748,Bungalow,7,3,2,1,Yes,1974,19
C4245705,48 Savanna LN NE,Calgary,S,"$420,000 ",163.045,2 Storey,7,4,3,0,Yes,2018,16
C4245549,4548 ELGIN AV SE,Calgary,S,"$420,000 ",140.284,2 Storey,8,4,3,1,Yes,2006,27
C4244729,31 EVERWOODS GR SW,Calgary,S,"$420,000 ",164.345,2 Storey,7,4,2,1,Yes,2005,53
C4242666,53 EVERHOLLOW PA SW,Calgary,S,"$420,000 ",150.503,2 Storey,7,3,3,1,Yes,2004,49
C4242489,40 HALLBROOK DR SW,Calgary,S,"$420,000 ",121.238,4 Lvl Split,6,5,2,0,No,1958,44
C4242282,248 NE MARTINVALLEY RD NE,Calgary,S,"$420,000 ",100.521,4 Lvl Split,6,4,3,0,Yes,2001,48
C4238207,67 CRANFORD CR SE,Calgary,S,"$420,000 ",144.836,2 Storey,9,4,3,1,Yes,2011,82
C4248680,240 Queensland CI SE,Calgary,S,"$418,400 ",118.451,Bungalow,6,4,2,1,Yes,1974,41
C4249097,5335 COPPERFIELD GA SE,Calgary,S,"$418,000 ",196.954,2 Storey,9,3,2,1,Yes,2002,28
C4248438,10635 SHILLINGTON CR SW,Calgary,S,"$418,000 ",99.871,Bungalow,6,4,2,0,No,1966,29
C4236742,15242 PRESTWICK BV SE,Calgary,S,"$418,000 ",196.676,2 Storey,10,4,3,1,Yes,1998,93
C4253836,11204 WILSON RD SE,Calgary,S,"$417,500 ",105.073,Bi-Level,5,4,2,0,No,1968,7
C4253755,362 EVANSDALE WY NW,Calgary,S,"$417,500 ",133.037,2 Storey,7,4,3,1,Yes,2007,19
C4243226,135 Panamount CR NW,Calgary,S,"$417,500 ",167.225,2 Storey,9,3,2,1,Yes,2001,35
C4238615,6444 SILVER RIDGE WY NW,Calgary,S,"$417,500 ",100.428,4 Lvl Split,6,4,1,2,Yes,1974,8
C4249444,905 LIVINGSTON WK NE,Calgary,S,"$417,412 ",168.062,2 Storey,7,3,2,1,Yes,2019,22
C4242477,10203 WAPITI DR SE,Calgary,S,"$417,000 ",94.018,Bi-Level,5,4,2,0,No,1965,67
C4229347,184 HARVEST PARK TC NE,Calgary,S,"$417,000 ",165.832,2 Storey,8,4,3,1,Yes,1999,120
C4225177,53 COPPERLEAF WY SE,Calgary,S,"$416,000 ",168.619,2 Storey,8,4,3,1,Yes,2007,125
C4244372,164 MARQUIS GR SE,Calgary,S,"$415,500 ",153.29,2 Storey,7,3,2,1,Yes,2015,36
C4252642,78 TUSCANY RIDGE TC NW,Calgary,S,"$415,000 ",136.567,2 Storey,5,3,3,1,Yes,2004,19
C4249530,1323 SHANNON AV SW,Calgary,S,"$415,000 ",120.124,Bi-Level,6,4,3,0,Yes,1993,17
C4248969,611 BLACKTHORN RD NE,Calgary,S,"$415,000 ",109.254,Bungalow,6,3,2,1,Yes,1972,31
C4242508,2728 45 ST SW,Calgary,S,"$415,000 ",77.76,Bungalow,4,3,2,0,No,1959,51
C4238502,728 SABRINA RD SW,Calgary,S,"$415,000 ",113.342,Bungalow,5,4,3,0,Yes,1968,71
C4238302,79 HIDDEN HILLS RD NW,Calgary,S,"$415,000 ",135.267,2 Storey,7,3,2,1,Yes,1998,67
C4229923,4 BERKLEY RI NW,Calgary,S,"$415,000 ",124.49,Bungalow,7,3,3,0,Yes,1978,106
C4229044,167 EVANSCREST PA NW,Calgary,S,"$415,000 ",161.001,2 Storey,7,4,2,1,Yes,2018,92
C4221507,1707 20 AV NW,Calgary,S,"$415,000 ",105.538,Bungalow,7,3,2,0,No,1961,125
C4243936,35 STRATHEARN RI SW,Calgary,S,"$414,500 ",97.177,Bungalow,6,3,2,0,No,1981,61
C4232497,201 MACEWAN PARK VW NW,Calgary,S,"$414,500 ",178.931,2 Storey,10,4,3,1,Yes,1994,110
C4241515,16 WHITERAM ME NE,Calgary,S,"$414,000 ",125.047,Bungalow,6,4,3,0,Yes,1981,69
C4199459,57 Masters RO SE,Calgary,S,"$413,900 ",136.01,2 Storey,6,3,2,1,Yes,2018,308
C4249179,17 HIDDEN RANCH CI NW,Calgary,S,"$413,000 ",150.131,2 Storey,6,3,2,1,Yes,1997,22
C4236185,173 RIVERWOOD CR SE,Calgary,S,"$413,000 ",159.236,2 Storey,8,3,3,1,Yes,1992,88
C4254913,515 Murray PL NE,Calgary,S,"$412,500 ",94.761,Bi-Level,5,4,2,0,No,1965,14
C4252983,12629 COVENTRY HILLS WY NE,Calgary,S,"$412,275 ",158.771,2 Storey,6,4,3,1,Yes,1998,17
C4256888,4304 DALGETTY HL NW,Calgary,S,"$412,000 ",112.227,Bungalow,7,5,2,0,No,1970,8
C4254391,719 CANTRELL DR SW,Calgary,S,"$412,000 ",113.992,Bungalow,6,5,2,1,No,1973,15
C4225162,115 SANDARAC DR NW,Calgary,S,"$412,000 ",181.625,4 Lvl Split,7,4,3,0,Yes,1991,129
C4248849,42 SKYVIEW POINT RD NE,Calgary,S,"$411,500 ",137.125,2 Storey,6,4,3,1,Yes,2011,21
C4252777,53 SKYVIEW POINT CM NE,Calgary,S,"$411,000 ",180.789,2 & Half St,8,4,2,1,Yes,2011,12
C4244631,74 ELGIN WY SE,Calgary,S,"$411,000 ",153.197,2 Storey,6,4,2,1,Yes,2002,52
C4247569,76 SUNHURST CR SE,Calgary,S,"$410,000 ",106.188,Bungalow,6,4,2,1,Yes,1981,24
C4246022,30 Corner meadows CM NE,Calgary,S,"$410,000 ",165.274,2 Storey,10,4,3,0,Yes,2018,32
C4244886,46 AUBURN CREST GR SE,Calgary,S,"$410,000 ",137.589,2 Storey,6,3,2,1,Yes,2012,57
C4244089,243 RUNDLECAIRN RD NE,Calgary,S,"$410,000 ",97.734,Bi-Level,5,5,4,1,Yes,1976,62
C4242647,14929 1st ST NW,Calgary,S,"$410,000 ",146.601,2 Storey,7,3,2,1,Yes,2019,49
C4242134,72 BEACHAM RI NW,Calgary,S,"$410,000 ",104.888,4 Lvl Split,6,4,2,2,Yes,1980,57
C4241350,1012 MAYLAND DR NE,Calgary,S,"$410,000 ",101.822,Bungalow,6,3,2,0,No,1964,64
C4238301,135 Skyview Springs GD NE,Calgary,S,"$410,000 ",141.956,2 Storey,6,4,3,1,Yes,2010,71
C4237282,73 COVECREEK ME NE,Calgary,S,"$410,000 ",152.64,2 Storey,7,3,2,1,No,2012,91
C4254371,9711 2 ST SE,Calgary,S,"$409,950 ",109.997,4 Lvl Split,6,3,2,1,Yes,1962,17
C4254713,15208 1 ST SE,Calgary,S,"$408,800 ",96.619,Bungalow,6,4,2,0,No,1977,8
C4254513,359 84 AV SE,Calgary,S,"$408,500 ",85.471,Bungalow,5,3,2,0,No,1960,15
C4252996,5314 COPPERFIELD GA SE,Calgary,S,"$408,500 ",157.656,2 Storey,9,4,3,1,Yes,2002,19
C4254842,120 DOUGLAS RIDGE ME SE,Calgary,S,"$408,000 ",150.967,2 Sty Split,9,3,2,1,Yes,1993,20
C4254875,29 EVANSBROOKE PA NW,Calgary,S,"$407,000 ",106.374,Bungalow,6,5,2,0,No,2004,12
C4238258,671 BROOKPARK DR SW,Calgary,S,"$407,000 ",139.262,Bungalow,8,4,3,0,Yes,1976,85
C4253645,91 TARALAKE WY NE,Calgary,S,"$405,000 ",109.997,Bi-Level,5,5,3,0,Yes,2005,15
C4245626,139 RIVERBROOK WY SE,Calgary,S,"$405,000 ",107.303,3 Lvl Split,7,3,2,0,No,1986,49
C4242992,37 Legacy CM SE,Calgary,S,"$405,000 ",136.475,2 Storey,7,4,3,1,Yes,2014,70
C4242542,91 CITADEL MEADOW GV NW,Calgary,S,"$405,000 ",153.755,2 Storey,6,3,2,1,Yes,1997,59
C4245497,10415 8 ST SW,Calgary,S,"$404,000 ",109.254,Bungalow,6,4,1,1,No,1960,35
C4248442,23 RIVER ROCK WY SE,Calgary,S,"$403,000 ",123.097,2 Storey,7,3,2,1,Yes,1993,30
C4244920,118 BRIDLECREEK TC SW,Calgary,S,"$403,000 ",158.864,2 Storey,8,3,3,1,Yes,1998,47
C4245810,6 SOMERSIDE MR SW,Calgary,S,"$402,500 ",143.164,2 Storey,7,4,3,1,Yes,1994,33
C4243075,611 PANORA WY NW,Calgary,S,"$402,500 ",136.939,2 Storey,6,3,2,1,Yes,2011,33
C4254694,1032 MAYLAND DR NE,Calgary,S,"$402,000 ",156.263,4 Lvl Split,5,4,2,0,No,1964,17
C4254043,1256 HUNTERQUAY HL NW,Calgary,S,"$400,000 ",100.614,Bungalow,6,4,2,1,Yes,1971,21
C4253387,536 WILLACY DR SE,Calgary,S,"$400,000 ",119.195,4 Lvl Split,7,5,2,0,Yes,1968,2
C4248285,43 SUNDOWN GR SE,Calgary,S,"$400,000 ",106.467,4 Lvl Split,7,4,2,0,No,1987,17
C4244387,211 Pinetree BA NE,Calgary,S,"$400,000 ",112.506,Bungalow,6,4,2,1,Yes,1974,44
C4240922,6528/6528B 23 AV NE,Calgary,S,"$400,000 ",87.608,Bungalow,5,5,2,0,No,1974,59
C4237765,194 HARVEST CREEK CL NE,Calgary,S,"$400,000 ",123.004,4 Lvl Split,6,4,3,0,Yes,1997,68
C4233188,9745 SANDERLING DR NW,Calgary,S,"$400,000 ",170.384,4 Lvl Split,5,3,2,1,Yes,1989,120
C4254989,16283 5 ST SW,Calgary,S,"$399,000 ",114.921,4 Lvl Split,6,3,2,0,No,1987,11
C4247755,104 RUNDLEVIEW DR NE,Calgary,S,"$399,000 ",96.34,Bungalow,5,4,2,0,No,1974,40
C4205050,83 CHAPARRAL CL SE,Calgary,S,"$399,000 ",118.916,Bungalow,6,1,2,1,Yes,1997,292
C4243845,146 CRANFIELD CR SE,Calgary,S,"$398,500 ",131.829,2 Storey,7,3,2,1,Yes,2002,35
C4252871,38 SUNVALE ME SE,Calgary,S,"$398,300 ",175.68,2 Sty Split,11,4,3,0,Yes,1985,11
C4252939,12 TUSCANY SPRINGS RD NW,Calgary,S,"$397,500 ",120.96,2 Storey,7,4,2,1,Yes,2002,11
